,fold,origin,horizon,family,MASE,MAE,RMSE,BIC,LB_min,order,seasonal_order,trend,seasonal,seasonal_periods,season_length,decomposition_type
109,3,2024-10-08,42,SARIMAX,4.726585975014026,62.542860847953456,73.68602415592377,3033.1261616058327,0.8181811182086884,"(2, 0, 2)","(0, 0, 0, 7)",t,,,,
110,3,2024-10-08,42,SARIMAX,2.1611695168370537,28.5969037852903,33.1924899388501,2208.497646420531,0.6923865356326931,"(2, 1, 1)","(0, 0, 0, 14)",t,,,,
111,3,2024-10-08,42,SARIMAX,2.1611695168370537,28.5969037852903,33.1924899388501,2208.497646420531,0.6923865356326931,"(2, 1, 1)","(0, 0, 0, 7)",t,,,,
112,3,2024-10-08,42,SARIMAX,2.1464709966194975,28.402410865982997,32.955516090787484,2207.096159373062,0.7089189482168419,"(2, 1, 2)","(0, 0, 0, 14)",t,,,,
113,3,2024-10-08,42,SARIMAX,2.1464709966194975,28.402410865982997,32.955516090787484,2207.096159373062,0.7089189482168419,"(2, 1, 2)","(0, 0, 0, 7)",t,,,,
114,1,2024-07-16,42,ETS,0.8519878250159061,10.83241663234509,12.997618726893897,1050.6920848179075,0.13836834517337915,,,add,add,7.0,,
115,1,2024-07-16,42,ETS,0.8609816013387687,10.946766074164344,13.119675618898945,1084.499135540636,0.20718276892062865,,,add,add,14.0,,
116,1,2024-07-16,42,ETS,0.8287149927969135,10.536519194132186,12.628528847469571,1050.351438416,0.10452029536734621,,,add,mul,7.0,,
117,1,2024-07-16,42,ETS,0.8335509730561469,10.598005228856724,12.64318913274709,1083.1722107646997,0.11697611436987469,,,add,mul,14.0,,
118,1,2024-07-16,42,ETS,0.815267124136251,10.365539149732333,12.618102707183246,1018.5323516387504,0.06377770869523046,,,add,,,,
119,1,2024-07-16,42,ETS,0.8527566108535675,10.842191195138215,12.892917895826239,1051.0166949947109,0.1416829054472718,,,mul,add,7.0,,
120,1,2024-07-16,42,ETS,0.8812290154785952,11.204197482513568,13.217925936758702,1085.49608296151,0.20107112334692562,,,mul,add,14.0,,
121,1,2024-07-16,42,ETS,0.8886168247730944,11.298128200686486,13.28243640493481,1052.0169978436556,0.11903849885627786,,,mul,mul,7.0,,
122,1,2024-07-16,42,ETS,0.8888306646299583,11.300847021723754,13.452050383691189,1084.8781408520736,0.13670316748885264,,,mul,mul,14.0,,
123,1,2024-07-16,42,ETS,0.8287326282831811,10.5367434167433,12.528367609523306,1020.1240451395364,0.06724651370203502,,,mul,,,,
124,1,2024-07-16,42,ETS,1.8421541274676176,23.421673906373993,27.075145503359476,1044.9321536523305,9.077581254958326e-06,,,,add,7.0,,
125,1,2024-07-16,42,ETS,1.830821302410968,23.277585130653737,27.03470061617503,1078.7656034308131,2.358227481467665e-05,,,,add,14.0,,
126,1,2024-07-16,42,ETS,1.841245047175233,23.41011559979939,27.030133452399213,1044.2560627111732,4.386137656966794e-06,,,,mul,7.0,,
127,1,2024-07-16,42,ETS,1.824822655177769,23.201316615831633,26.90937644035736,1077.1163403032308,8.566194393282122e-06,,,,mul,14.0,,
128,1,2024-07-16,42,ETS,1.8378863408333486,23.367412047738288,26.91559089487765,1013.0861209675711,7.691742193353469e-07,,,,,,,
129,2,2024-08-27,42,ETS,0.9611008530242064,12.429699267262636,15.402127748223407,1270.4261477358366,0.9384017725764978,,,add,add,7.0,,
130,2,2024-08-27,42,ETS,0.944280408053231,12.212164268856492,15.241389090076076,1306.1242242079156,0.9733539221733648,,,add,add,14.0,,
131,2,2024-08-27,42,ETS,0.941120228519948,12.171294383968068,15.096494411484253,1268.6542543708495,0.941564108788839,,,add,mul,7.0,,
132,2,2024-08-27,42,ETS,0.935408728163427,12.097428845743817,15.032052239190689,1303.5569192440528,0.9622294406525215,,,add,mul,14.0,,
133,2,2024-08-27,42,ETS,0.95522371009108,12.353691511177917,15.384157201187524,1234.498847482581,0.939303158259762,,,add,,,,
134,2,2024-08-27,42,ETS,0.9060785802512749,11.718108697535396,14.545000415232035,1270.7513526211392,0.9482911208863629,,,mul,add,7.0,,
135,2,2024-08-27,42,ETS,0.8211191408619103,10.619347544424201,13.15924478906625,1307.3154401014822,0.9615925346371157,,,mul,add,14.0,,
